title,organizer,status,location,event_mode,start_date,end_date,registration_deadline,team_size_min,team_size_max,prize,prize_amount,currency,tags,source_url,source_website,scraped_at,id,event_name,college_name,city,state,country,start_date_formatted,category,eligible_departments,registration_fee,registration_url,official_website_url,brochure_url,organizer_email,contact_details,venue_address,about_event,events_summary,certificates_provided,event_url
HACKATHON GCICI2026,SRM Institute of Science and Technology Kattankulathur Campus,Upcoming,"Chennai, Tamil Nadu",Offline,2026-09-22,N/A,N/A,N/A,N/A,Prizes worth ₹1 Lakh + Internship Opportunities,100000.0,INR,"Hackathon, CSE, AIDS, ECE, IT, EEE, MCA",https://www.knowafest.com/explore/events/2026/09/1107-hackathon-gcici2026-srm-institute-science-technology-kattankulathur-campus-chennai,knowafest.com,2026-09-14T15:02:15Z,23,HACKATHON GCICI2026,SRM Institute of Science and Technology Kattankulathur Campus,Chennai,Tamil Nadu,India,22nd September 2026,Hackathon,"CSE, AIDS, ECE, IT, EEE, MCA","The Registration form should be submitted after the payment of the registration fee.

Category of Registration:

1.

Studying Abroad: Students enrolled at

international universities outside India- ₹2,000

2.

International Students in India: Non-Indian

students currently studying at institutions in India- ₹1,000

3.

Domestic Students :Indian students currently

studying at institutions in India - ₹1,000

4.

Paper Presentation and Scopus Indexed Publication

Track: 200 USD

Submit your unpublished original work for

review before 10/09/26 in the below link.

https://ctechapps.net/gcici2026/

Fee (200 USD) is payable separately after

paper acceptance.

5.

Faculty/Research Scholars (Abroad) - ₹2,000

6. Faculty/Research Scholars (Indian) - ₹1,000

Bank Account Information :

Name: Computer Science and Engg Association

A/c No.: 7111751848

Bank Name: Indian Bank

Branch: SRM University / Kattankolathur (KTR)

IFSC Code: IDIB000S181

MICR Code: 600019171

SWIFT Code: IDIBNBBSRP",https://forms.gle/VPCwKNipR68FqziSA,https://forms.gle/VPCwKNipR68FqziSA,https://forms.gle/VPCwKNipR68FqziSA,vinodd@srmist.edu.in,"DR.VINOD D

9962046411

Revant-7978312131

Jasveer-7000481171","SRM University, Kattankulathur","As part of GCICI 2026, an Exclusive 1-Day International Hackathon – “Solve for the World” will be conducted on 22nd September 2026, with participation from students across the globe.

🌍 Students can participate in:

🏆 International Hackathon – Solve for the World

🎨 Internship offers from JA Assure, Singapore

💰 Prizes worth ₹1 Lakh + Internship Opportunities",Track Global challenges with cutting edge challenges,Certificates will be provided to Participants,https://www.knowafest.com/explore/events/2026/09/1107-hackathon-gcici2026-srm-institute-science-technology-kattankulathur-campus-chennai
INTELLECT HACK 2026,Sri Sairam Engineering College,Upcoming,"Chennai, Tamil Nadu",Offline,2026-09-23,N/A,N/A,N/A,N/A,₹200,200.0,INR,"Hackathon, CSE, AIDS, ECE, IT, EEE",https://www.knowafest.com/explore/events/2026/08/2402-intellect-hack-2026-sri-sairam-engineering-college-hackathon-chennai,knowafest.com,2026-09-14T15:02:16Z,24,INTELLECT HACK 2026,Sri Sairam Engineering College,Chennai,Tamil Nadu,India,23rd September 2026,Hackathon,"CSE, AIDS, ECE, IT, EEE",Registration Fee: ₹200 for shortlisted teams.,https://forms.gle/6eSchWCgyKgiRTZc6,https://intellect-hack-2026.vercel.app/,N/A,ieeers@sairam.edu.in,"Email: ieeers@sairam.edu.in

Thanishka Yogesh - +91 90256 58705

Mithun V - +91 63798 32513

Surya - +91 73389 27172",N/A,"INTELLECT HACK 2026 is a 6-hour AI Hackathon organized by the SEC IEEE Reliability Society Student Branch Chapter. Participants will solve an AI-based problem through ideation, innovation, and prototype development.

The initial shortlisting will be based on the PPT Evaluation. The problem statements and PPT template are now available on the event website for participants to prepare their submissions.

Shortlisted teams will proceed to the hackathon, beginning with 1 hour of ideation and PPT preparation, followed by PPT presentation and prototype development. The final evaluation will be based on PPT Presentation and Prototype Presentation.

Registration Fee: ₹200 for shortlisted teams.",HACKATHON,Certificates will be provided to Participants,https://www.knowafest.com/explore/events/2026/08/2402-intellect-hack-2026-sri-sairam-engineering-college-hackathon-chennai
Makeathon: Project Zeroth Hour,Jaya Engineering College,Upcoming,"Chennai, Tamil Nadu",Offline,2026-09-23,N/A,N/A,1,4,N/A,N/A,N/A,"National Level Makeathon, CSE, ECE, IT, EEE, Instrumentation, Mechanical, Civil, Chemical, Energy, Industrial, Telecommunication, Ocean, Aeronautical, Aerospace, Material, Automobile, Design",https://www.knowafest.com/explore/events/2026/09/0530-makeathon-project-zeroth-hour-jaya-engineering-college-national-level-chennai,knowafest.com,2026-09-14T15:02:16Z,25,Makeathon: Project Zeroth Hour,Jaya Engineering College,Chennai,Tamil Nadu,India,23rd September 2026,National Level Makeathon,"CSE, ECE, IT, EEE, Instrumentation, Mechanical, Civil, Chemical, Energy, Industrial, Telecommunication, Ocean, Aeronautical, Aerospace, Material, Automobile, Design",200rs Per Team,https://makeathon-zero-hour.vercel.app/,https://makeathon-zero-hour.vercel.app/,N/A,makeathonzerothhour@gmail.com,"Student Co-ordinators:

M. Aaron Nissi – +91 6381198548

R. Dhanush – +91 8883396400

K. Vigneshwaran – +91 9840102544

A. Sai Rahul – +91 9789051578",N/A,"Event Title

National Level Makeathon - Project Zero Hour

Organizing Institution

Jaya Engineering College

(Accredited by NAAC & NBA | Approved by AICTE | Affiliated to Anna University)

Department of Electronics and Communication Engineering (ECE)

CTH Road, Thirunindravur, Chennai, Tamil Nadu - 602024

About the Event

Welcome to Makeathon - Project Zero Hour, a national-level technical makeathon where the countdown has begun and the future is in our hands. Innovators, engineers, and creators are invited to tackle critical global challenges across predefined crises or showcase creative solutions under the open innovation track.

Thematic Tracks / Crises

Crisis 01: The Earth Breaks

Crisis 02: The Ocean Takes the Land

Crisis 03: Humanity on Mars

Crisis 04: The World Goes Silent

Crisis 05: The Spread Bio-Contamination Crisis

Crisis 06: The Unknown Threat (Open Innovation)

Important Dates

Event Date: September 23, 2026

Registration Details

Registration Fee: ₹200 per team

Team Size: 1 to 4 members per team

Website / Link: https://makeathon-zero-hour.vercel.app/

Prizes & Rewards

1st Prize: ₹10,000

2nd Prize: ₹7,000

3rd Prize: ₹5,000

Venue

JEC Auditorium, Jaya Engineering College, Thirunindravur, Chennai.

Contact & Coordinators

Faculty Co-ordinators:

Dr. R. Muthalagu - Prof/ECE

Mrs. S. Sailaja - AP/ECE

Mr. V. Jaya Prakash - AP/ECE

Student Co-ordinators:

M. Aaron Nissi – +91 6381198548

R. Dhanush – +91 8883396400

K. Vigneshwaran – +91 9840102544

A. Sai Rahul – +91 9789051578","hematic Tracks & Crises

Crisis 01: The Earth Breaks

Crisis 02: The Ocean Takes the Land

Crisis 03: Humanity on Mars

Crisis 04: The World Goes Silent

Crisis 05: The Spread Bio-Contamination Crisis

Crisis 06: The Unknown Threat (Open Innovation)",Certificates will be provided to Participants,https://www.knowafest.com/explore/events/2026/09/0530-makeathon-project-zeroth-hour-jaya-engineering-college-national-level-chennai
E-Mobility HackFest 2026,Sri Ramakrishna Institute of Technology,Upcoming,"Coimbatore, Tamil Nadu",Offline,2026-09-24,2026-09-25,2026-09-05,8,9,N/A,N/A,N/A,"Hackathon, CSE, ECE, IT, EEE, Instrumentation, Mechanical, Energy, Industrial, Aeronautical, Aerospace, Automobile, Design, PolyTechnic",https://www.knowafest.com/explore/events/2026/06/0505-e-mobility-hackfest-2026-sri-ramakrishna-institute-technology-hackathon-coimbatore,knowafest.com,2026-09-14T15:02:17Z,26,E-Mobility HackFest 2026,Sri Ramakrishna Institute of Technology,Coimbatore,Tamil Nadu,India,24th - 25th September 2026,Hackathon,"CSE, ECE, IT, EEE, Instrumentation, Mechanical, Energy, Industrial, Aeronautical, Aerospace, Automobile, Design, PolyTechnic",Rs.300 Per Head,https://forms.gle/zTeVUT444tdiKyoT9,https://www.srit.org/,https://drive.google.com/file/d/1tYZww81snrUjCxaAW1Qvf1gxaz6fXb_T/view?usp=sharing,mechatronmotors@gmail.com,"Mr.S.Veerakumar, AP/MECH - +91-9688472728

Mr.E.Ramkumar, AP/EEE - +91-99655888810","Pachapalayam (post), Perur Chettipalayam, Coimbatore - 641 010.","The E-Mobility HackFest is a high-energy innovation challenge conducted as part of the Global EV Summit & Innovation Conclave 2026. The event aims to bring together students, innovators, researchers, and technology enthusiasts to develop creative and practical solutions for the future of electric mobility. The hackathon provides a collaborative platform to transform innovative ideas into working prototypes, software solutions, simulation models, or smart engineering concepts. Teams will be evaluated based on innovation, technical feasibility, sustainability impact, scalability, and presentation quality.","Round 1 – Prelims Online PPT Submission

Participants must submit their preliminary presentation online on or before 08-09-2026.

Round 2 – Result Announcement of Shortlisted Teams

The shortlisted teams will be officially announced on 15-09-2026 based on the submitted PPT evaluation.

Round 3 – Prototype / Product Development Round

Selected teams must complete their prototype or product development before 23-09-2026.

Round 4 & Round 5 – Technical Evaluation, Grand Finale, Demo & Pitching

Final technical evaluation and grand finale presentation will be conducted at the venue on 24-09-2026.",Certificates will be provided to Participants,https://www.knowafest.com/explore/events/2026/06/0505-e-mobility-hackfest-2026-sri-ramakrishna-institute-technology-hackathon-coimbatore
INNOHACK-26,Erode Sengunthar Engineering College,Upcoming,"Erode, Tamil Nadu",Offline,2026-09-24,2026-09-25,2026-09-20,24,26,"prize pool of ₹50,000 along with special awards recognizing AI innovation, social impact, startup potential, sustainability, women-led teams, and industry-oriented solutions.",50000.0,INR,"Hackathon, CSE, AIDS, ECE, IT, EEE, Instrumentation, Mechanical, Civil, Chemical, Agricultural, Energy, Metallurgy, Medical, Pharmacy, Arts, Industrial, BioTechnology, MBA, MCA, Commerce, Telecommunication, Physics, Ocean, BioMedical, Mechanics, Aeronautical, Aerospace, Material, Mining, Automobile, Marine, Fashion, BBA, Food",https://www.knowafest.com/explore/events/2026/08/2416-innohack-26-erode-sengunthar-engineering-college-hackathon,knowafest.com,2026-09-14T15:02:17Z,27,INNOHACK-26,Erode Sengunthar Engineering College,Erode,Tamil Nadu,India,24th - 25th September 2026,Hackathon,"CSE, AIDS, ECE, IT, EEE, Instrumentation, Mechanical, Civil, Chemical, Agricultural, Energy, Metallurgy, Medical, Pharmacy, Arts, Industrial, BioTechnology, MBA, MCA, Commerce, Telecommunication, Physics, Ocean, BioMedical, Mechanics, Aeronautical, Aerospace, Material, Mining, Automobile, Marine, Fashion, BBA, Food","₹500 per participant

₹2,000 per team of 4 participants

Registration is mandatory for participation in INNOHACK-26.",https://innohack26.vercel.app/,https://innohack26.vercel.app/,N/A,innohack26@gmail.com,"INNOHACK-26 Organizing Team

Department of Robotics & Automation

Department of Mechanical Engineering

Department of Electronics & Instrumentation Engineering

Erode Sengunthar Engineering College

Phone: 9080861148, 7708914279, 9363870998","Erode Sengunthar Engineering College is located in Erode, Tamil Nadu. Participants can reach the venue by road from Erode city and nearby transport hubs. Detailed navigation and Google Maps directions will be provided through the official INNOHACK-26 website.","INNOHACK-26 is a 24-hour interdisciplinary engineering hackathon organized by the Departments of Robotics & Automation, Mechanical Engineering, and Electronics & Instrumentation Engineering. The event brings together student innovators to identify real-world problems, develop innovative solutions, build functional prototypes, and demonstrate their ideas within 24 hours. Participants can compete across eight technology domains including AgriTech & GreenTech, Robotics & Drones, Healthcare & Assistive Technology, Sustainable & Clean Technology, Industrial Automation & Smart Manufacturing, AI, Electronics & Intelligent Systems, Smart Cities & Mobility, and Open Innovation. Each team consists of exactly four participants. The event features a total prize pool of ₹50,000 along with special awards recognizing AI innovation, social impact, startup potential, sustainability, women-led teams, and industry-oriented solutions.","INNOHACK-26 – 24-Hour Engineering Hackathon

Team Size: 4 Participants

Registration Fee: ₹500 per participant

Prize Pool: ₹50,000",Certificates will be provided to Participants,https://www.knowafest.com/explore/events/2026/08/2416-innohack-26-erode-sengunthar-engineering-college-hackathon
HACK THE HORIZON 2.0,KPR Institute of Engineering and Technology,Upcoming,"Coimbatore, Tamil Nadu",Offline,2026-09-24,2026-09-25,N/A,N/A,N/A,"Cash Prizes – ₹30,000",30000.0,INR,"Hackathon, CSE, AIDS, ECE, IT, EEE, Instrumentation, Mechanical, Civil, Chemical, Agricultural, Energy, Metallurgy, Medical, Pharmacy, Arts, Industrial, BioTechnology, MBA, MCA, Commerce, Law, Telecommunication, Physics, Ocean, BioMedical, Mechanics, Textile, Aeronautical, Aerospace, Material, Mining, Automobile, Design, Marine, Fashion, Media, BBA, Food, PolyTechnic, School, Code Today. Create Tomorrow!",https://www.knowafest.com/explore/events/2026/08/2515-hack-horizon-2-0-kpr-institute-engineering-technology-hackathon-coimbatore,knowafest.com,2026-09-14T15:02:18Z,28,HACK THE HORIZON 2.0,KPR Institute of Engineering and Technology,Coimbatore,Tamil Nadu,India,24th - 25th September 2026,Hackathon,"CSE, AIDS, ECE, IT, EEE, Instrumentation, Mechanical, Civil, Chemical, Agricultural, Energy, Metallurgy, Medical, Pharmacy, Arts, Industrial, BioTechnology, MBA, MCA, Commerce, Law, Telecommunication, Physics, Ocean, BioMedical, Mechanics, Textile, Aeronautical, Aerospace, Material, Mining, Automobile, Design, Marine, Fashion, Media, BBA, Food, PolyTechnic, School",700,https://forms.gle/SsTTk2iut2suac7H6,https://hack-the-horizon2.netlify.app/,N/A,neuranest.aiml@gmail.com,"Mithul Pranav – +91 8925495399

Dharshan Kumar – +91 7397621417","KPR Institute of Engineering and Technology, Avinashi - Coimbatore Road, Arasur, Uthupalayam, Tamil Nadu 641407","🚀 HACK THE HORIZON 2.0 – 24-HOUR HACKATHON 🚀

• Code Today. Create Tomorrow!

The Department of CSE (Artificial Intelligence and Machine Learning), KPR Institute of Engineering and Technology, in association with IEEE Computational Intelligence Society, presents Hack The Horizon 2.0.

24–25 September 2026 | ⏰ 10:00 AM – 10:00 AM

📍 KPRIET | 💰 ₹700/person | 👥 Team: 2–4 members

⏳ Registration Deadline: 11 September 2026

🔥 Tracks:

Generative AI | Machine & Deep Learning | Computer Vision | IoT | Smart Automation | Cyber Security

🏆 Cash Prizes – ₹30,000

🥇 ₹15,000 | 🥈 ₹10,000 | 🥉 ₹5,000

🎁 Participant Benefits: T-Shirt, food & refreshments, lunch, dinner, breakfast and hard-copy certificate.

https://hack-the-horizon2.netlify.app/

📞 Queries: Mithul Pranav – +91 8925495399 | Dharshan Kumar – +91 7397621417

🔥 Bring your idea. Build your solution. Make an impact!

📢 Register now and share this poster with your friends!","🚀 HACK THE HORIZON 2.0 – 24-HOUR HACKATHON 🚀

• Code Today. Create Tomorrow!

The Department of CSE (Artificial Intelligence and Machine Learning), KPR Institute of Engineering and Technology, in association with IEEE Computational Intelligence Society, presents Hack The Horizon 2.0.

24–25 September 2026 | ⏰ 10:00 AM – 10:00 AM

📍 KPRIET | 💰 ₹700/person | 👥 Team: 2–4 members

⏳ Registration Deadline: 11 September 2026

🔥 Tracks:

Generative AI | Machine & Deep Learning | Computer Vision | IoT | Smart Automation | Cyber Security

🏆 Cash Prizes – ₹30,000

🥇 ₹15,000 | 🥈 ₹10,000 | 🥉 ₹5,000

🎁 Participant Benefits: T-Shirt, food & refreshments, lunch, dinner, breakfast and hard-copy certificate.

https://hack-the-horizon2.netlify.app/

📞 Queries: Mithul Pranav – +91 8925495399 | Dharshan Kumar – +91 7397621417

🔥 Bring your idea. Build your solution. Make an impact!

📢 Register now and share this poster with your friends!",Certificates will be provided to Participants,https://www.knowafest.com/explore/events/2026/08/2515-hack-horizon-2-0-kpr-institute-engineering-technology-hackathon-coimbatore
DevSpark 2026,KPR Institute of Engineering and Technology,Upcoming,"Coimbatore, Tamil Nadu",Offline,2026-09-24,2026-09-25,2026-09-23,N/A,N/A,"Prize Pool: ₹50,000/-",50000.0,INR,"National Level Innovation Event, CSE",https://www.knowafest.com/explore/events/2026/09/0501-devspark-2026-kpr-institute-engineering-technology-national-level-innovation-event-coimbatore,knowafest.com,2026-09-14T15:02:18Z,29,DevSpark 2026,KPR Institute of Engineering and Technology,Coimbatore,Tamil Nadu,India,24th - 25th September 2026,National Level Innovation Event,CSE,"650-Hackathon

500-Pitch",https://forms.gle/VowWux2noetE2Lps7,https://forms.gle/VowWux2noetE2Lps7,https://drive.google.com/file/d/1PZqdAz-d9vmKyTPsgBdQiAQblsoLv3QP/view?usp=sharing,mouthami.k@kpriet.ac.in,"Student Coordinators

Ms. Ramya G – +91 6383096939

Mr. Dheena A – +91 9384211247

Faculty Coordinators

Dr. Mouthami K – +91 8838143425

Dr. Vishnukumar K – +91 9894250056","Arasur, Coimbatore - 641 407","DEVSPARK’26 – National-Level Innovation Event

Organized by:

KPR Institute of Engineering and Technology (KPRIET)

Department of Computer Science and Engineering

IEEE KPRIET Student Branch

IEEE Computer Society – KPRIET SBC

IEEE CS SYP High Impact Zonal Events

📅 Event Details

Date: 24 & 25 September 2026

Venue: KPRIET, Coimbatore

Total Prize Pool: ₹50,000/-

🚀 Track 1 – DEVSPARK’26

Day 1 | National-Level Hackathon

Maximum 4 members per team

Registration: ₹650 per participant

Includes lunch & refreshments

🚀 Track 2 – PITCHSPARK’26

Day 2 | Startup Pitch + IPR/Patent Innovation Challenge

Maximum 4 members per team

Registration: ₹500 per participant

Includes lunch & refreshments

DEVSPARK’26 (Track 1) + PITCHSPARK’26 (Track 2)

Combo Price: ₹900/- per participant

Combo registration includes:

T-shirt

Breakfast, lunch & dinner

Exciting prizes","🚀 Track 1 – DEVSPARK’26

Day 1 | National-Level Hackathon

Maximum 4 members per team

Registration: ₹650 per participant

Includes lunch & refreshments

🚀 Track 2 – PITCHSPARK’26

Day 2 | Startup Pitch + IPR/Patent Innovation Challenge

Maximum 4 members per team

Registration: ₹500 per participant

Includes lunch & refreshments",Certificates will be provided to Participants,https://www.knowafest.com/explore/events/2026/09/0501-devspark-2026-kpr-institute-engineering-technology-national-level-innovation-event-coimbatore
36-Hr Hackathon 2026,Sri Ramakrishna Institute of Technology,Upcoming,"Coimbatore, Tamil Nadu",Offline,2026-09-24,2026-09-26,2026-09-21,N/A,N/A,N/A,N/A,N/A,"Hackathon, CSE, AIDS, ECE, IT, EEE, Civil, MBA, MCA, Telecommunication, Aeronautical, BBA",https://www.knowafest.com/explore/events/2026/09/1006-36-hr-hackathon-2026-sri-ramakrishna-institute-technology-coimbatore,knowafest.com,2026-09-14T15:02:19Z,30,36-Hr Hackathon 2026,Sri Ramakrishna Institute of Technology,Coimbatore,Tamil Nadu,India,24th - 26th September 2026,Hackathon,"CSE, AIDS, ECE, IT, EEE, Civil, MBA, MCA, Telecommunication, Aeronautical, BBA",36 Hr Hackathon - ₹1100 Per Participants,https://www.regionalaisummit.com/registration,https://www.regionalaisummit.com/,https://www.regionalaisummit.com/events,info@regionalaisummit.com,"Sathya Priya

9585506168","Gandhipuram to Isha yoga Bus Route

Bus Stop Name -> Pachayapalayam","First Platform in India Simultaneously Host a 36-Hour AI Hackathon, Open AI Film Festival, Open AI Brand Challenge, and Student Startup Pitching in a Single 3-Day Event.","1.36-Hour AI Hackathon

2. AI Film Festival

3. workshops",Certificates will be provided to Participants,https://www.knowafest.com/explore/events/2026/09/1006-36-hr-hackathon-2026-sri-ramakrishna-institute-technology-coimbatore
HACKVERSE 2.0,Karpagam College of Engineering,Upcoming,"Coimbatore, Tamil Nadu",Offline,2026-09-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Hackathon, CSE",https://www.knowafest.com/explore/events/2026/08/2807-hackverse-2-0-karpagam-college-engineering-hackathon-coimbatore,knowafest.com,2026-09-14T15:02:19Z,31,HACKVERSE 2.0,Karpagam College of Engineering,Coimbatore,Tamil Nadu,India,25th September 2026,Hackathon,CSE,N/A,https://kcecse.in,https://kcecse.in,N/A,kcecsehackathon@gmail.com,"Faculty Coordinator

Mr. Prameen D - 9894152074

Student Coordinator

Mr. Sabari R - 6382717749",N/A,"The Wait Is Over! 🔥 HACKVERSE 2.0 — Code. Innovate. Elevate. 💻⚡

📌 Short Description

Get ready for HACKVERSE 2.0, a next-gen hackathon by the Department of Computer Science and Engineering, Karpagam College of Engineering. Explore cutting-edge domains, build innovative solutions, and turn your ideas into impact!

📅 25 September 2026

💡 Innovate • Build • Transform","🤖 Artificial Intelligence & Machine Learning

💻 Software Development – Web | Mobile | Desktop

☁️ Cloud | Edge | Green Computing

🔐 Embedded Security & Bioinformatics

🔗 Digital Twins & FinTech

⚙️ Cyber-Physical Systems

🌐 Internet of Everything

🥽 AR/VR Development

🧠 Computational Neuroscience

🤖 Robotics & Automation",Certificates will be provided to Participants,https://www.knowafest.com/explore/events/2026/08/2807-hackverse-2-0-karpagam-college-engineering-hackathon-coimbatore
HACKEX ’26,Excel Engineering College,Upcoming,"Komarapalayam, Tamil Nadu",Offline,2026-09-25,2026-09-26,2026-09-13,2,36,cash prizes.,N/A,N/A,"National Level Hackathon, CSE, AIDS, ECE, IT, EEE, Mechanical, Civil, Chemical, Industrial, MCA, Telecommunication, Automobile",https://www.knowafest.com/explore/events/2026/09/0221-hackex-26-excel-engineering-college-national-level-hackathon-komarapalayam,knowafest.com,2026-09-14T15:02:20Z,32,HACKEX ’26,Excel Engineering College,Komarapalayam,Tamil Nadu,India,25th - 26th September 2026,National Level Hackathon,"CSE, AIDS, ECE, IT, EEE, Mechanical, Civil, Chemical, Industrial, MCA, Telecommunication, Automobile","₹1,500 per team (4 members). Payment required only after selection for Round 2.",https://docs.google.com/forms/d/e/1FAIpQLScvTjbgZrsRsoLp-Fyl-I4PHcDn8eUlSoo1vTqx_cZ5A3BfMw/viewform?pli=1,https://hackex-26.vercel.app/,N/A,hackex2026@gmail.com,"Faculty coordinators:

Dr K. Geetha M.E., Ph.D., Professor / 97152 50646

Mr E. Deepan Kumar, M.E. Assistant Professor / 99523 02646

Student coordinators

S. Akashresi IV-Year / 87785 28831

S. Balachandran IV-Year / 93427 27360","EXCEL ENGINEERING COLLEGE, NH-544, Salem Main Road, Sankari West, Pallakkapalayam, Pin:637 303. Komarapalayam Namakkal Dt. Tamilnadu.","HACKEX ’26 is a National Level Hackathon organized by the Department of Computer Science and Engineering and Techno Debuggers Club, Excel Engineering College (Autonomous), in association with Cube AI Solutions.

The event is designed to bring together innovative minds, developers, and problem solvers from across the country to build impactful technology solutions for real-world challenges. Participants will work collaboratively, develop innovative prototypes, and present their solutions to an expert judging panel.

The hackathon features two rounds. Round 1 – Online PPT Selection requires teams to submit their innovative project ideas through an online PPT submission process. Shortlisted teams will qualify for Round 2 – 36-Hour Offline Hackathon, where they will transform their ideas into working prototypes at Excel Engineering College.

Participants can explore problem domains including Healthcare, EdTech, FinTech, Industrial 5.0, and Open Innovation.

The event provides an exciting platform for students to demonstrate their technical skills, creativity, teamwork, innovation, and problem-solving abilities while competing for exciting cash prizes.

Event Highlights:

• National Level Participation

• 36-Hour Offline Hackathon

• Online PPT Selection Round

• Real-World Problem Solving

• Multiple Innovation Themes

• Expert Judging

• Cash Prizes

• Networking and Collaboration Opportunities

Team Size: 4 Members per Team

Round 1 PPT Submission Last Date: 13 September 2026

Hackathon Dates: 25–26 September 2026

Venue: Excel Engineering College (Autonomous), Komarapalayam, Namakkal, Tamil Nadu.","Event Name:

HACKEX ’26 – A National Level Hackathon

Event Type:

Hackathon

Event Mode:

Offline

Event Date:

25–26 September 2026

Venue:

Excel Engineering College (Autonomous), Komarapalayam, Namakkal, Tamil Nadu

Event Description:

36-Hour Offline Hackathon – Round 2 of HACKEX ’26. Shortlisted teams will develop and demonstrate innovative technology solutions across Healthcare, EdTech, FinTech, Industrial 5.0, and Open Innovation.",Certificates will be provided to Participants,https://www.knowafest.com/explore/events/2026/09/0221-hackex-26-excel-engineering-college-national-level-hackathon-komarapalayam
HackEx '26,Excel Engineering College,Upcoming,"Komarapalayam, Tamil Nadu",Hybrid,2026-09-25,2026-09-26,2026-09-13,N/A,N/A,N/A,N/A,N/A,"Hackathon, CSE",https://www.knowafest.com/explore/events/2026/09/0311-hackex-26-excel-engineering-college-hackathon-komarapalayam,knowafest.com,2026-09-14T15:02:20Z,33,HackEx '26,Excel Engineering College,Komarapalayam,Tamil Nadu,India,25th - 26th September 2026,Hackathon,CSE,"After Getting Selection Mail ₹1,500 per Team",https://docs.google.com/forms/d/e/1FAIpQLScvTjbgZrsRsoLp-Fyl-I4PHcDn8eUlSoo1vTqx_cZ5A3BfMw/viewform?usp=dialog,https://hackex-26.vercel.app/,https://drive.google.com/file/d/1w-aoxmWspGVaNbuzCocOoFKm-O_rz0Rr/view?usp=sharing,teamhackex2026@gmail.com,"Faculty Coordinators

Dr. K. Geetha M.E., Ph.D.

Professor

9712520646

Mr. E. Deepan Kumar M.E.

Assistant Professor

99523 02646",N/A,"HackEx '26 is a National Level Hackathon jointly organised by the Techno Debuggers Club and the Department of Computer Science and Engineering, Excel Engineering College (Autonomous), in association with Cube AI Solutions. The 36-hour offline hackathon provides a platform for student innovators to develop creative and impactful solutions to real-world challenges. Participants will collaborate, code, build prototypes and present innovative ideas across Healthcare, EdTech, FinTech, Industrial 5.0 and Open Innovation domains. With a team size of four members, HackEx '26 aims to bring together passionate innovators and future technology leaders under the vision: Build. Think. Innovate.","Themes:

Healthcare

EdTech

FinTech

Industrial 5.0

Open Innovation",Certificates will be provided to Participants,https://www.knowafest.com/explore/events/2026/09/0311-hackex-26-excel-engineering-college-hackathon-komarapalayam
SPRING FEST 2K26,KSR College of Engineering,Upcoming,"Tiruchengode, Tamil Nadu",Offline,2026-09-25,2026-09-26,2026-09-16,N/A,N/A,N/A,N/A,N/A,"National Level Technical Symposium, CSE",https://www.knowafest.com/explore/events/2026/09/0401-spring-fest-2k26-ksr-college-engineering-national-level-technical-symposium-tiruchengode,knowafest.com,2026-09-14T15:02:21Z,34,SPRING FEST 2K26,KSR College of Engineering,Tiruchengode,Tamil Nadu,India,25th - 26th September 2026,National Level Technical Symposium,CSE,"Paper Bestowal: Rs.300/- per person

Hackathon: Rs.300/- per person

Workshops: Rs.300/- per person

Technical Events: Rs.100/- per event

Non-Technical Events: Rs.100/- per event",https://docs.google.com/forms/d/e/1FAIpQLSdKNHSeePfbkDu9FvzY1otuqxZ4zFAFICnKrPP0pCy9T0srrA/viewform,https://springfest2k26.live,N/A,fectra@gmail.com,"Mr. V. Prakasham

Faculty Co-Coordinator

Phone: 99651 90985

45. Student Coordinators

Dhivagar PR

Phone: 7339224113

Praveen K

Phone: 6381796344

Baarhavi M D

Phone: 6369613774

Sangamitha P

Phone: 7010699283

46. Paper Submission Email

fectra@gmail.com","K.S.R. College of Engineering , K.S.R. Kalvi Nagar, Tiruchengode - 637 215 , Namakkal (D.t), Tamilnadu, India.","SPRING FEST 2K26 is a National Level Technical Symposium organized by the Department of Computer Science and Engineering and FECTRA Association, K.S.R. College of Engineering. The symposium provides students with an opportunity to showcase their technical knowledge, creativity, problem-solving skills and innovative ideas through technical and non-technical events, paper presentation, hackathon and workshops.

The symposium is conducted over two days, featuring a Paper Bestowal and Hackathon on Day 1 and technical workshops on Day 2. Participants can explore emerging technologies, artificial intelligence, data analytics, intelligent agents and other areas of modern computing while competing and interacting with students from different institutions.","Technical Events:

1. Zero Bug Zone

2. QuizStorm

3. Code Swap

4. UI Remix

Non-Technical Events:

1. Treasure Hunt

2. Meme Sprint

3. Filmography

Paper Presentation:

1. Paper Bestowal

Hackathon:

1. Hackathon

Workshops:

1. The Future of AI: Generative AI, LLMs & Intelligent Agents

2. Business Intelligence & Data Analysis using AI Tools",Certificates will be provided to Participants,https://www.knowafest.com/explore/events/2026/09/0401-spring-fest-2k26-ksr-college-engineering-national-level-technical-symposium-tiruchengode
